"id","name","number","email","address","lat","long","area","dob","sq_feet","store_image","ownername","ownernumber","contactname","contactnumber",
"660","Amanveer ji sports and toys","011-25991652","","G-3,Mukhram garden,Chowkhandi chowk,tilak Ngr,new delhi","0","0","Dwarka / Janakpuri/ Vikaspuri/ Jwalahedi/ Punjabi Baug/ Paschim Vihar / Tilak Nagar","0000-00-00","0","","Bobby","9854437329","Bobby","9854437329",
"661","Dass book depot","011-42137473","","22,mall road,tilak Ngr,new delhi","0","0","Dwarka / Janakpuri/ Vikaspuri/ Jwalahedi/ Punjabi Baug/ Paschim Vihar / Tilak Nagar","0000-00-00","0","","shiv arora","9211771808","shiv arora","9211771808",
"662","Good luck toys and sports","011-25534199","","Mg 119,shop No 3,main MKT,near p v r vikas puri,new delhi","0","0","Dwarka / Janakpuri/ Vikaspuri/ Jwalahedi/ Punjabi Baug/ Paschim Vihar / Tilak Nagar","0000-00-00","0","","dont no","011-25834199","dont no","011-25834199",
"663","anmol gift & stationery","26855301","","Green acres , shop No. 4. Salunke Bihar Road, pune","0","0","WANAWADI","0000-00-00","300","","sohanlal","9665066305","sohanlal  prajapati","9665066305",
"664","krishna novelty","64001800","","Hevan Arced, shop No. 2 wanwadi pune","18.4821416","73.8989183","WANAWADI","0000-00-00","300","","G.K. parihar","9673376534","G. K. parihar","9673376534",
"665","arpan stationers","26853631","","Picasso kedari, shop, no.3   salunke Bihar Rd pune","0","0","WANAWADI","0000-00-00","300","","bhimaram","9890998874","bhimaram prajapati","9860185013",
"666","The Beginning","26841399","","9-community centre new friends fly new delhi","0","0","Lajpat Nagar/ Vasant Vihar/ New Friends Colony/ Khan Market/ Defense colony/ Mulchand","0000-00-00","300","","Mr.Vikash","9811021940","..............","...............",
"667","shivam novelty","996022024","","Building no A shop no. 1 NIBM road, kondhwa Kh pune","0","0","WANAWADI","0000-00-00","250","","rajesh parihar","9960226024","rajesh parihar","9960226024",
"668","ALFA.","02226704344","","Ayub khan compound, behind riyaz house, irla society road, vile Parle (w), Mumbai.","0","0","Vileparle - East & West","0000-00-00","0","","","","Mr. Farooq.","",
"669","poona stationery &toys","9545017175","","Shop no. 3, ambavatika, NIBM road, kondhwa pune","0","0","WANAWADI","0000-00-00","300","","rupesh","9545017175","rupesh choudhary","9545017175",
"670","Kwality Emporium .","02226112328","","36, m.G. road, naik bldg, vile parle (e), Mumbai.","0","0","VILE PARLE EAST","0000-00-00","350","","Mr. Mahendra shah.","","Mr. Mahendra bhai.","",
"671","Lovely","","","Stadium market nagong Assam","26.3525603","92.6816549","Shillong - City","0000-00-00","0","","Ranjit Das","9435722948","","",
"672","ranakpur novelties","26934802","","Ashirwad bldg, shop no.6 kondhwa Pune","0","0","KONDHWA","0000-00-00","200","","K.M. choudhary","9890041315","K. M. choudhary","9890041315",
"673","sai stationery","9422509493","sai13amol@gmail.com","Saistationers c1/9 Bramha estate kondhwa","0","0","KONDHWA","2014-10-28","200","","amol joshi","9422509493","amol joshi","9422509493",
"674","M j Asia trading co (home buzz)","42129047","homebuzz@gmail.com","170/2, hormavu main road, kalyan nagar, bangalore","0","0","Kammanahalli/ Banaswadi/ Hennur/ Ram Murthy Hagar","0000-00-00","2000","","mukesh patel","9448495058","nagaraj","9535008041",
"675","FRIENDS STETIONERS","26919268","","11,Bharat nagar new friends fly new delhi","0","0","Lajpat Nagar/ Vasant Vihar/ New Friends Colony/ Khan Market/ Defense colony/ Mulchand","0000-00-00","600","","Mr.Sahab singh","9871453363","..........","...........",
"676","Prime Collections","66316999","","Shop No.4&5,79B, Sapthagiri Enclave,West Marredpally.Sec-bad,","0","0","ECIL / Tarnaka / A S Raonagar / Karkhana","0000-00-00","1000","","Siddharth Kankaria","9849014205","siddharth Kankaria","9849041205",
"677","readers paradise","4075789","readers.paradise@yahoo.com","Lg-45, Apollo square, 72 race courser Road indore","0","0","Indore - City","0000-00-00","600","","iqbal Hussain","9893022052","iqbal Hussain","9893022052",
"678","flora gifts & decor","4077562","","8, ikdc building, 22, old palasia Indore.","0","0","Indore - City","0000-00-00","600","","muslim malak","9893552786","muslim malak","9893552786",
"679","Quality stationary & gift house","4043013","","Shop no 5 amar angan basant Bihar indore","0","0","Indore - City","0000-00-00","700","","c.s.nayyar","9425901196","c.s.nayyar","9425901196",
"680","Modern retail","4202525","nikhil@modernretailonline.com","Ug-1 princess residency plaza plot no 5 pu-4 sch no 54 indore","0","0","Indore - City","0000-00-00","600","","rajesh chandani","9302533706","rajesh","9302533706",
"681","lucky","9826291944","","381-a, mahalaxmi Hagar main road indore","0","0","Indore - City","0000-00-00","500","","sandeep","9826291944","sandeep","9826291944",
"682","junior junction","4246182","tradetoday@live.com","Lg-2 darshan mall 152,race course road indore","0","0","Indore - City","0000-00-00","800","","amit","9303305959","amit","9303305959",
"683","mehak toys","9826759393","","Ug-11-12-13, Apollo square, 72 race course road indore","0","0","Indore - City","0000-00-00","700","","ravi","9826721344","ravi","9826721344",
"684","toy hut","3013500","toyhut@rediffmail.com","Lg 27-28-29 bansi trade center m g road indore","0","0","Indore - City","0000-00-00","2000","","manu bhai","9302556500","manu bhai","9302556500",
"685","Rhythm toys","9752411125","","Shop no 7 shehnai residency 2 Bengali chauraha","0","0","Indore - City","0000-00-00","600","","vishal","9752411125","vishal","9752411125",
"686","toy home","-------","","t I mall m g road indore","0","0","Indore - City","0000-00-00","600","","imran","9827003132","imran","9827003132",
"687","Riddhi stationary & gift shope","5074577","","G - 3 ,6 AF, scheme no 54, vijay Hagar indore","0","0","Indore - City","0000-00-00","400","","manish","8109421710","manish","8109421710",
"688","Sonal Sales Corporation.","65007273","","Shop No.8&9.St.No. 72. B-1.Meadows, Green Valley. Wanawadi. Pune.","0","0","WANAWADI","0000-00-00","550","","Waljibhai.","","Ratan Gadvi","9657676718",
"689","Choice Novelty","","","Parmar Park, Shop.No.16. Wanowrie, Line.","0","0","WANAWADI","0000-00-00","0","","","","Chaganlal Chowdhari.","9923382339",
"690","Palak Gift & Stationery .","020-26803019","","Shop No.11,Secret Heart Town, Wanwadi,Pune.","0","0","WANAWADI","0000-00-00","0","","","9022042753","Vinay & Madanlal","9595013554",
"691","mayur enterprises","26835434","","Shop no. 2 brahama estet , kondhwa road, pune","0","0","KONDHWA","0000-00-00","300","","shankar uttarwar","9850064267","shankar uttarwar","9850064267",
"692","QUality","4224338","quality.bhopal@gmail.com","24, new market t t Hagar bhopal","0","0","Bhopal - City","0000-00-00","800","","prabhakar","9826246542","prabhakar","9826246542",
"693","greet N gift","40054490","","Shop no 5 rahul residency salunke Bihar pune","0","0","WANAWADI","0000-00-00","350","","birju pardeshi","9881788504","birju pardeshi","9881788504",
"694","K.B,Store","","","Ganeshgori g s Road near B,k tower. Guwahati","26.1505915","91.7847034","Guwhati - City","0000-00-00","0","","bidhan","9435194498","","",
"695","kids to mom","01294008840","","Sec 15 main mrkt faridabad","28.3953835","77.3231407","Faridabad - City","0000-00-00","600","","","","Mr sanjay gupta","09911200158",
"696","Santu","","","Last gate guwahati","26.1390289","91.7910816","Guwhati - City","0000-00-00","0","","Anil","8752830483","","",
"697","fantasy the gift world","01292297699","","Sec 15 market  shop no 57","28.3950986","77.323224","Faridabad - City","0000-00-00","700","","","","Mr sunder","01292297699",
"698","prince super market","","","Subway baltali guwahati","26.1340471","91.7928531","Guwhati - City","0000-00-00","0","","panub g","9435116686","","",
"699","super toys world","2424278","","Opp chhappan bhog inside classic hotel 10 no stop Area colony bhopal","0","0","Bhopal - City","0000-00-00","800","","arjun","9301750059","shakil","9301750059",
"700","bharat varites","26832263","","7, kubera colony, NIBM road, kondhwa pune","18.4779233","73.894905","KONDHWA","0000-00-00","200","image80.jpg","N.D. choudhary","9890081472","N.D. choudhary","9890081472",
"701","3 D kids word","","","Arya samaj road NIT faridabad","28.3886224","77.3010613","Faridabad - City","0000-00-00","300","","","","Mr amit","8860533416",
"702","royal stationers & gifts","26834783","","Sarvodaya society shop no 2 NIBM road kondhwa pune","0","0","KONDHWA","0000-00-00","350","image81.jpg","B.H. choudhary","26805260","B. H. choudhary","26837483",
"703","Guruji toys","","","C 22/ b Nehru ground arya samaj road NIT","28.3886748","77.3010699","Faridabad - City","0000-00-00","400","","","","Mr rahul","09899888326",
"704","khatri enterprises","","","Arya samaj road NIT","28.388337","77.3020145","Faridabad - City","0000-00-00","1000","","","","Mr vinay","09899005500",
"705","narula retail","","","Arya samaj road NIT","28.3883499","77.3020258","Faridabad - City","0000-00-00","800","","","","Mr anish","08800565117",
"706","just kiddies","","","Second floor crown plaza sec 15 a","28.3978703","77.3127073","Faridabad - City","0000-00-00","350","","","","mr mahesh","01294014844",
"707","Alisha gift house","","","Main market old faridabad","28.5664955","77.2851129","Faridabad - City","0000-00-00","100","","","","Mr Rakesh","09891043500",
"708","maan","---------","","E-427, shop no 3 area colony bhopal","0","0","Bhopal - City","0000-00-00","400","","uncle ji","8889199901","ravi","8889199901",
"709","toys & toys","------","","Shop no 2 near Hakeem hotel new market t t Hagar bhopal","0","0","Bhopal - City","0000-00-00","400","","sanjay","9893416129","inder","9893242942",
"710","rim jhim","------","","550, opp s b I new market bhopal","0","0","Bhopal - City","0000-00-00","300","image83.jpg","sanjay","-----","sanjay","--------",
"711","abhinandan/archies","6644004","abhinandan@yahoo.co.in","Shop no 45 e-348 ,bus stop no 10 area colony Bhopal","0","0","Bhopal - City","0000-00-00","800","image84.jpg","ravi","------","ravi","-------",
"712","rhythm toys","4007227","","Shop no 3 , green city mall e-8 area colony","0","0","Bhopal - City","0000-00-00","800","","----_","-------","-------","-------",
"713","jeen sales corporation","26831312","","Shop, no. 12 / C1, bramha estate, kondhwa khurd pune","0","0","KONDHWA","0000-00-00","200","image85.jpg","nitin khandelwal","9422322310","nitin khandelwal","9422322310",
"714","Girdharilall","2518470","","A.1kuber. A.c market 161 hem baruar road fancy bazar guwahati","26.1817107","91.7423707","Guwhati - City","0000-00-00","0","","vijay kumar","9864058080","","",
"715","Banwarilal pradip kumar","2637379","","Bajrang mansion shop no,A,1 A,C,market h,b,road fancy bazar guwahati","26.1817107","91.7423707","Guwhati - City","0000-00-00","0","","vivek poddar","9864293950","","",
"716","heart beat","2663357826633578","","Shop no, 2 plot no,87, viman prestige viman Hagar, pune","18.5659333","73.9139866","VIMAN NAGAR / KHARADI","0000-00-00","300","image86.jpg","gita sapra","9890587844","gita sapra","9890587844",
"717","vaishnavi toys & gift","9923944167","","Shop no,3 prasun Corner, viman Hagar, ganpati chowk pune","0","0","VIMAN NAGAR / KHARADI","0000-00-00","200","image87.jpg","swapnil thakre","9923944167","bharat","9028735193",
"718","vaishali stationery & gift","9765274842","","Shop no,9 prasun corner, ganpati chowk, vimannagar, pune","0","0","VIMAN NAGAR / KHARADI","0000-00-00","200","image88.jpg","v, k, Gehlot","9765274842","vimal kumar   Gehlot","9819049670",
"719","Need book Depo","011204259799","","B1/5 central market noida","28.5709211","77.3618402","NOIDA - 62, 50, 41, 81, 90","0000-00-00","250","","","","Mr manesh gupta","8588852891",
"720","vaibhav statioery  & Gifr","9049571281","","Shop no, 3 konark arcade near data mandir , chowk, viman Hagar pune","0","0","VIMAN NAGAR / KHARADI","0000-00-00","250","image89.jpg","V.K. Gehlot","9765274842","P. K. Gehlot","9049571281",
"721","popular stationery","9022768410","","Konark arcade,shop no,6vimannagar, pune","0","0","VIMAN NAGAR / KHARADI","0000-00-00","200","image90.jpg","raju choudhary","9022768410","Raju choudhary","9022768410",
"722","mahadev stationery & varietis","65006171","","Neck Garden shop no, 1 vimannagar pune","18.5622716","73.9140583","VIMAN NAGAR / KHARADI","0000-00-00","250","image91.jpg","Ravaram Devasi","9561055114","Ravaram Devasi","9561055114",
"723","sliver spoon","41328563","","17, p&T colony, 10th main Road,  rt nagar, bangalore","0","0","Sahakarnaga/ Thindlu/ Vidyaranyapura/ Amruthahalli/ R.T.Nagar","0000-00-00","2000","","lalith jain","9341230326","ram","9341230326",
"724","emotion the gift shop","","","Shop no pg 1 c block market sec 62 noida","28.6143333","77.3714976","NOIDA - 62, 50, 41, 81, 90","0000-00-00","150","","","","Mr deepak arora","09818433171",
"725","vinayak stationery & Gift","9764789106","","Shop no,8 Rakshak Hagar, phase 1, shopping complex kharadi pune","0","0","VIMAN NAGAR / KHARADI","0000-00-00","300","image92.jpg","mahipal sinha Gahalot","8551012551","suresh parmar","9764789106",
"726","sparkels","","","Shop no 8 b block market sec 62","28.619997","77.3700458","NOIDA - 62, 50, 41, 81, 90","0000-00-00","150","","","","Mr sandeep","09818437059",
"727","kooltoyz.rtngr","41492315","anishkumarsingh@gmail.com","65, p&t colony, 2nd cross, near Florence public school, r t nagar, bangalore","0","0","Sahakarnaga/ Thindlu/ Vidyaranyapura/ Amruthahalli/ R.T.Nagar","0000-00-00","1800","","anish kumar singh","9343024634","raju","9902697552",
"728","mango stationery & Gift","9076202000","","Shop no,B-3 &   12, town squad shopping center viman Hagar pune","0","0","VIMAN NAGAR / KHARADI","0000-00-00","250","image94.jpg","Dinesh choudhary","9076202000","Dinesh choudhary","9076202000",
"729","Raaj book poit","","","10 day an and vihar main vikas Mary ext delhi","28.6473952","77.3026054","East Delhi","0000-00-00","400","","","","Mr vk gupta","09312249887",
"730","Axis books","40383838","vinay@axisbooks.in","330/9, inner ring road, domlur flyover,domlur, bangalore","0","0","Indranagar / Thippsandra / Commercial St.","0000-00-00","300","","vinay c kalro","9945084629","usha","9945084629",
"731","Priority Gift & Stationery.","02228362981","priority.stationery@yahoo.com","Shop no. 5, badebhai morya chawl, opp. Takshila Bldg 5, mahakali caves road, andheri (e), Mumbai.","0","0","Andheri East","0000-00-00","0","","Mr. Meghji Ravaria .","","Mr. Vishan .","9819524856",
"732","HONY TOY MALL","................","","2, 1820A/9, govind puri extension kalka ji new delhi","0","0","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","1974-01-04","600","image96.jpg","Mr.Abdul Qasim","9310770449","Mr.sourav gupta","9818225706",
"733","mona gift","2469178","","Vikas rekha complex indore","0","0","Indore - City","0000-00-00","400","","azim","9425905850","azim","9425905850",
"734","hadiqat gift collection","--------","","Vikas rekha complex","0","0","Indore - City","0000-00-00","500","","-----","-------","-------","-------",
"735","shri nakoda","--------","","13, bank colony Annapurna road indore","0","0","Indore - City","0000-00-00","400","","anup","9826763370","anup","9826763370",
"736","kohinoor gift center","------","","31 sapna sangeeta road shaheed bhagar Singh colony near food bazaar indore","0","0","Indore - City","0000-00-00","400","","shahid","9893652236","shahid","9893652236",
"737","modern fancy store","2559780","","26, shanti Hagar shri Hagar indore","0","0","Indore - City","0000-00-00","500","","mohit","9826051031","mohit","9826051031",
"738","toys centre","2547931","toyscentre@rediffmail.com","132-133, shivaji market  indore","0","0","Indore - City","0000-00-00","0","","p  k jain","9301822227","p k jain","9301822227",
"739","utsav","4059940","","86, Mishra Hagar Annapurna road indore","0","0","Indore - City","0000-00-00","0","","nitin","9893405978","nitin","9893405978",
"740","unique store","-------","","Shop no 12, 22 old palasia I k building  opp greater kailash nursing Home indore","0","0","Indore - City","0000-00-00","0","","balu bhai","9893022432","balu bhai","9893022432",
"741","prince stationery","2633495","","Shop no, 2 tulip neck Garden , vimannagar pune","0","0","VIMAN NAGAR / KHARADI","0000-00-00","300","image97.jpg","suresh parmar","9764789106","vinod parmar","9765418946",
"742","Arpan Collection.","26682825","","Shop No.8/9, Gera Landmark, Kalyani Hagar.","0","0","KALYANI NAGAR","0000-00-00","1500","image98.jpg","Ketan Furia.","","Ketan Furia.","9890820242",
"743","Best baby","4370461","bestbabycbe@gmail.com","105,ramachandera road, rs puram coimbatore","0","0","Coimbatore City","2014-10-31","400","","Kanagavel","900376990","pink","900376990",
"744","Amars  Kids Colection","9922034877","","Shop no,26 khadki bushes center pune","0","0","VISHRANTWADI / KHADKI","0000-00-00","350","image99.jpg","Amar wadhawa","9922034877","Amar wadhawa","9922034877",
"745","Benchmark","4213637","chooseglobal@gmail.com","507, 1st floor, arvind tower d.b. road, rs puram coimbator","0","0","Coimbatore City","0000-00-00","400","","Bala murugan","9443733636","bala murugan","9443733636",
"747","Janata Store","24468868","","10,  hair niwas, l. J. Road, shivaji park, radar(west), Mumbai","0","0","DADAR WEST","1982-08-28","160","","Bhadresh Gala","9920488928","Bhadresh Gala","9920488928",
"748","Ronak  Variety.","020-26600465","","Shop No. 134, Victoria 1, Fortaleza, Kalyani  Hagar, Pune.","0","0","KALYANI NAGAR","0000-00-00","800","","Mr.  Sharma.","","Omprakash  B. Sharma.","9922221083",
"749","childs playy","4399111","childsplayy@yahoo.com","189, thiruvenkata swampy road (west) rs puram coimbatore","0","0","Coimbatore City","0000-00-00","500","","sriman narayanan","9944119977","sriman narayanan","9944119977",
"750","Cute Point","65219159","","Mad av ashram, 138, l. J. Road, near vijay sales, Mahim(west), Mumbai.","0","0","DADAR WEST","1982-12-07","300","","Bharat Savla","9821038983","Bharat Savla","9821038983",
"751","Choice Gift Paradise","9960026190","","Shop no,12/13, Celestino Gol Building Beside Canada bank, lohegaon road, dhanori, pune","0","0","VISHRANTWADI / KHADKI","0000-00-00","1000","","Ramnarayan choudhary","9960026190","Ramnarayan choudhary","9960026190",
"752","Alfa Square","24309381","alfasquare@gmail.com","Shop no. 11&12, Samrat a, opp. Victoria church, l. J. Road, mahim, Mumbai.","0","0","DADAR WEST","2014-10-31","500","","Nitin Gala","9892972070","Nitin Gala","9892972070",
"753","Toon kidz","42822200","","Thanish inc, sri saager plaza, 49d, t.v.swampy road (w) rs puram, coimbatore","0","0","Coimbatore City","0000-00-00","250","","vinod bhandari","9786555555","viod bhandari","9786555555",
"754","Millenium","020-40047342","","Shop No. 3, Building  B-2, Silver Oak, NearBank of Maharashtra, Kalyani Hagar.","0","0","KALYANI NAGAR","0000-00-00","350","","","9850123791","Rakesh  J. Parmar.","9850123791",
"755","Dhanlaxmi  varities","9860510555","","A_4Bulding shop no,1siddheshwar nagarTingre Nagar road, near Sai petrol pump pune","0","0","VISHRANTWADI / KHADKI","0000-00-00","300","","S. B. choudhary","7709606342","sampat sirvi","7709606342",
"756","kids corner","","kidscrnr13@gmail.com","25/1, rankacorner, yeashwanthpur main road, go kula 1st stage, 2nd phase, bangalore","0","0","Malleshwaram/ Mathikeri/ Bel Road/ Sanjaynagar","0000-00-00","1500","","prakash","9845084044","kalpana","9845084044",
"757","New vinod variety","9028222916","","Shop no, 12, navrang plaza vishrantwadi, pune","0","0","VISHRANTWADI / KHADKI","0000-00-00","250","","vinod kumawat","9028222916","vinod  kumawat","9028222916",
"758","born babies","4366455","bbindiacbe@gmail.com","69, TV samy road (east) rs puram, Coimbatore","0","0","Coimbatore City","0000-00-00","400","","kanagaraj","9626260444","kanagaraj","9626260444",
"759","Shivam variety","65708030","","Shop no,7, ram society bld. No.21 near Pune RTO yerwada pune","0","0","VISHRANTWADI / KHADKI","0000-00-00","200","","Ashok Devashi","9970708030","Mohan Devashi","8308692336",
"760","krysral gift galleria","23510707","krystalgift@gmail.com","12, Bavaria complex, new bell road, Bangalore.","0","0","Malleshwaram/ Mathikeri/ Bel Road/ Sanjaynagar","0000-00-00","500","","bharath","9916967509","bharat","9916967509",
"761","super selection","011-27050124","","A-1/51 sec 6 rohini delhi","0","0","Rohini/ Prashant vihar","2014-10-31","0","","varun gupta","9899928237","vijay mishra","9953878737",
"762","jus born & kids","2542949","jusbon2009@rediffmail.com","197, TV samy road ( w) , rs puram, Coimbatore","0","0","Coimbatore City","0000-00-00","300","","Gerish","9843367452","gerish","9843367452",
"763","seasons","23605527","vishal.kumar667@gmail.com","218, as my plaza, me so r nagar, off bel road, bangalore","0","0","Malleshwaram/ Mathikeri/ Bel Road/ Sanjaynagar","0000-00-00","1800","","vishal kumar","9845227580","vishal kumar","9845227580",
"764","Odyssey prism","2255199","selvaraj.david@gmail.com","67-71, krishnaswamy road, Coimbatore","0","0","Coimbatore City","0000-00-00","500","","Aswin","","prabhu","9176311919",
"765","C.  H.  SOLANKI .","020-26650142","","Shop No. 108, Fortaleza. Vitoria  Building,  Kalyani  Nagar. Pune.","0","0","KALYANI NAGAR","0000-00-00","0","","","","","",
"766","Mainline.","020-26650142","","Shop No. 108, Fortaleza. VItoria Building, Kalyani  ̱agar, Pune.","0","0","KALYANI NAGAR","0000-00-00","0","","Mr. Solanki","","Solanki.","020-26608832",
"767","JHULELAL","2551004","","B-32,basant Babar colony Gopal pura mod,Toni r.d jaipur","0","0","Jaipur - 1","1970-03-09","2000","","Mr. Dilip kumar khuslana","8385056777","..........","...........",
"768","MAAHERA","4023374","sanjayjohri@maahera.com","Sf-23-24, 2nd floor mgf metropolition mall, 22, godam circle, jaipur","0","0","Jaipur - 1","0000-00-00","1000","","Mr. Sanjay Maahera","8750128289","..........",".........",
"769","SINGHAL TREDERS","...........","info@singhaltraders.com","S-3A kabir Mary, bani park jaipur","0","0","Jaipur - 1","2014-10-31","700","","Mr.Manoj Singhal","9982958238","............","...........",
"770","dream land","23191078","dreamlandinblr@yahoo.com","172/7, 12th cross, mahalakshmi layout, Bangalore.","0","0","Vijayanagar/ Chandra Layout/ Basaveshwarnagar/ Nagarbhavi/","0000-00-00","1500","","sameer","9945336386","junaid","9945336386",
"771","baby mart (basa ngr)","23409786","thebabyshop1@gmail.com","72/73, 80 feet road, havanoor circle, basaveshwaranagar, Bangalore.","0","0","Vijayanagar/ Chandra Layout/ Basaveshwarnagar/ Nagarbhavi/","0000-00-00","1500","","ashiq","8892038011","mohammed","8892038011",
"772","Ambika Toys & More","24452934","","471, narayan Perth, near lokhande talim","0","0","CITY","0000-00-00","2000","","Rahul  cheda","9325334338","Rahul","9325334338",
"773","Toy station","30224751","","Laxmi road, kunte chowk, Pune","0","0","CITY","0000-00-00","200","","sachin kulkarni","9371179101","sachin kulkarni","9371179101",
"774","Sanika Gaems & Toys","24468957","","492/A Narayan path near patrya maruti, nagarkar Wada,Pune","0","0","CITY","0000-00-00","300","","Varsha Balkawade","9420168957","Varsha Balkawade","9420168957",
"775","Planet G","27706092","","6&7, bhakti avenue, plot no. 3B, sec-46 A, Opp. HP petrol pump, sea wood(w), nerul, navi Mumbai.","19.0068483","73.0164333","Vashi","2014-11-01","500","","Pratik","9892624434","Pratik","9892624434",
"776","Nice Collection","27729998","","Plot no. 3C, shop no. 11-12, Balaji complex, sec-46A, nor HP petrol pump, nerul(w), navi mumbai","19.0068483","73.0164333","Vashi","1981-05-28","500","","Satish","9819952933","Satish","9324323209",
"777","platinum","23233003","retail@pktradingco.com","468, next to hotel shanthi sugar, 3rd block, 3rd stage, basaveshwarnagar, Bangalore.","0","0","Vijayanagar/ Chandra Layout/ Basaveshwarnagar/ Nagarbhavi/","0000-00-00","1500","","ram","8861978487","suresh","8861978487",
"778","Daulat Novelty","24481647","","82,budhwar peth , pune","0","0","CITY","0000-00-00","300","","Nilkanth jamdar","9422167923","Nilkanth","9422167923",
"779","Poona Toys","8087875600","","Raviwar path pune","0","0","CITY","0000-00-00","200","","Prakash Bhai","9371047989","Prakash Bhai","9371047989",
"780","Ramesh Book Depo","27718588","rameshpatel1090@gmail.com","Shop no. 1, shreeji milap, plot no. 52,  sec -40, sea wood Fly stn road, Nerul, navi mumbai","19.0118383","73.014725","Seawoods","1987-04-03","700","","Ramesh","9821959089","Ghansham","8655581242",
"781","Champion","","championstore2@gmail.com","8, sadguru palaza, plot no. 50, sec -40, sea woods (w), nerul, navi Mumbai.","19.0118383","73.014725","Seawoods","1985-07-10","500","","satish","8108590520","Mhipal","8108980508",
"782","Nice Point","27700282","","F-2, Shop no.8/9, opp. Nerul railway station, sector- 15, nerul, navi mumbai","19.0342762","73.0200907","Neerul","2014-11-01","600","","premji","9821356801","Premji","9821356801",
"783","Shree Krishna Toys","","","Shop no. 7 Doctor house, plot no.101,sector - 21, Nerul, navi Mumbai.","19.0342762","73.0200907","Neerul","0000-00-00","200","","Shivji patel","9833700712","Shivji","9833700712",
"784","JOYBOX PVT. LTD.","","","Shop No.10,Level =2,Seasons Mall, Magarpatta  City, Hadapsar, pune.","0","0","WANAWADI","0000-00-00","2000","","Mr. Sharad  Gadsingh.","020-67230123","Manoj  &  Prashant.","91-020-25280123",
"785","xcelient toys & gift","--------","","G-21 din dayal bhavan opp Anand nagarpalika office station road an and.","0","0","Baroda - City","0000-00-00","500","","jayesh","9998475495","jayesh","9998475495",
"786","chandan general stores","253592","","Station road an and.","0","0","Baroda - City","0000-00-00","700","","chandan","------","-------","-----",
"787","s n toyworld","-----","sureshpatel229@yahoo.com","G -1 harsh complex  near a p c opp motikaka challi v v Hagar road anand","0","0","Baroda - City","0000-00-00","600","","suresh","8128115675","suresh","8128115675",
"788","national mega mart","252740","nationalmegamart@gmail.com","Krishna road nrlaxmi cinema anand","0","0","Baroda - City","0000-00-00","800","","dipesh","9825323862","vimal","9825510855",
"789","teens temptation","------","","G 4 r k complex opp home science college mota bazar vallah vidyanagar anand","0","0","Baroda - City","0000-00-00","400","","ekta shah","7600033430","ekta","7600033430",
"790","Step In Collection","27704274","","Plot no. 1, sector -17, shop no. 8/9, twins corner, nerul, navi Mumbai.","19.0342762","73.0200907","Neerul","0000-00-00","1000","","Pradip","9820782739","Ramsing","9819539853",
"791","dhyanis collection/ first cry store","2523177","anand@firstcry.com","104, maruti sound nr Indian oil petrol pump anand","0","0","Baroda - City","0000-00-00","600","","ashutosh","9924933177","ashutosh","9924933177",
"792","G Darshan","245976","","G -18 prathna Bihar complex near panchal hall vidhyanagar road anand","0","0","Baroda - City","0000-00-00","700","","ram","9979978918","ram","9979978918",
"793","Maahi","27709364","","Shop no. 1&2, gahlot Plaza, plot no. 21/by, opp. Ayyappa temple, sector -11, nerul , navi Mumbai","0","0","Neerul","0000-00-00","300","","Suresh","9819664122","Suresh","9819664122",
"794","mehta gift & toys","27680037","","Party avenue nr naranpura Rly crossing naranpura ahmedabad","0","0","Naranpura","0000-00-00","500","","mehta","9714499122","mehta","9714499122",
"795","Vasantkumar co.","40651126","mehta.pintu@gmail.com","13/D, Palit Street, near Richie park kolkata","22.526552","88.3528913","Desopiyo Park/ Elgin Road/ Bhavanipur/ Exit/ Maidan","0000-00-00","0","","pintu","9831281924","","",
"796","my baby store","41214934","mybaby@aol.in","687, 15th cross, 100ft ring road, j.p nagar 2nd phase, bangalore","0","0","Jai Nagar/ J P Nagar/ Basangudi","0000-00-00","1500","","mazar","9900024206","sadiq pasha","9731163469",
"797","variety centre- mugappair","42639990","","C-2 block valayapathi Salai, j.j nagar mughapair chennai","0","0","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","0000-00-00","400","","Reyas","7373625000","Chelladurai","",
"798","Brut Gift Shoppe","27810234","jitu.rajput1@gmail.com","Shop no. 6, real tech park, near in orbit mall,sector-30/a, vashi fly. Station, navi Mumbai.","19.0671507","72.9990274","Vashi","1987-09-17","400","","Jitu Bhai","9819309310","Jitu Bhai","9819309310",
"799","The Legend","02227652277","thelegend1508@gmail.com","Shop 3-8,Mansaroav Bldg.,Abhyudaya Bank Road, Plot No.14,Sector 17,Vashi, Navi Mumbai.","19.0701304","72.9992687","Vashi","2014-08-15","6000","","Manva","9892564955","Jigar","9930886622",
"800","Maru Collection","27891367","marucollectionvk@gmail.com","11&12, gagangiri, sector - 17, abhyudaya bank Mary, vashi, navi Mumbai.","19.0715355","73.0013476","Vashi","1992-10-23","400","","Ishwar","9167643541","Ishwar","9167643541",
"801","Gift Gallery","27657974","rameshrajput722@gmail.com","Chadda crescent, shop no. 7/57/58, sector 17, vashi, navi Mumbai.","19.0715355","73.0013476","Vashi","1993-06-01","5000","","prakash Bhai","9819674156","Ramesh Bhai","8898945578",
