"id","productname","product","encode","name2","productcode","category","video","mrp","description","age","scheme","isnew","timestamp","categoryname","schemename",
"146","M& P - CUP CAKES","","","","39566","11","","275","This hobby kit is simply a delightful delicacy for the child and for the whole family. It provides moulding and crafting activity followed by painting.
You can create as many as 6 Cup Cakes from 12 moulds using Plaster of Paris!
After painting, the cup cakes look so very real and yummy!
You can even play a prank with your friends and relatives by offering these goodies to them at tea time.  
Making these Cup Cakes is a really rewarding experience and you can proudly display your almost real delicious delicacies!



Contents
Moulds: 12; Tempera paints: 6 colours; Plaster of Paris: 1 packet; Blunt-edged knife: 1; Adhesive: 1;  
Paint brush: 1; Instruction manual","","","","2014-09-11 10:57:55","Plaster of paris","",
"147","SAND ART - JUNGLE","","","","39578","10","","125","Sand Art – Jungle uses coloured sand of a uniform mesh and glue for creating two pictures of animal habitat.The sand pictures are done on stiff card paper and the pictures of the animals appeal to the children a lot.Six different coloured sand are provided and adhesive glue serves to bind the sand on the picture.The Sand art pictures can be preserved and displayed to win the admiration of all.ContentsPrinted Jungle templates: 2; Sand: 6 colours; Adhesive: 1; Instruction manual","","3","0","2014-10-06 05:36:12","Sand & Sequin","Below MRP - 200",
"148","PICTURED IN SEQUINS - BUTTERFLIES","","","","39580","10","","125","Pictured in Sequins – Butterflies uses coloured sequins and glue for creating two pretty glittering pictures of butterflies in flight and are done on stiff card paper.Five different coloured sequins are provided and adhesive glue serves to bind the sequins on the picture.Proudly showcase your work of art for others to appreciate, or even better, frame your best pictures for keepsake.ContentsPrinted Butterfly templates: 2; Sequins: 5 colours; Adhesive : 1; Spatula: 1; Instruction manual","","3","0","2014-10-06 05:35:38","Sand & Sequin","Below MRP - 200",
"149","SAND & SEQUIN CRAFT - MERMAIDS","","","","39465","10","","199","Create many an animated tale of beautiful mermaids in their fascinating aqua environment.Sand and sequin weave a creative combination for budding hobbyists.Unfold mysteries of the sea – real or legendary while on this artistic expedition.These splendid sand and sequin seascapes of mermaids can be framed or showcased to win the appreciation of admirers of this beautiful craft.ContentsMermaid picture templates: 4; Sand: 6 colours; Sequins: 6 colours; Adhesive: 1; Spatula: 1; Funnel: 1;Glitter: 1; Instruction manual","","3","0","2014-10-13 04:43:59","Sand & Sequin","Below MRP - 200",
"150","SEQUIN CRAFT - BIRDS","","","","39466","10","","185","Pictured in Sequins- Birds uses coloured sequins and glue for creating 4 vivid pictures of different birds.The sequin pictures are done on stiff card paper, have been especially selected with children in mind.Six different coloured sequins are provided and adhesive glue serves to bind the sequins on the picture.The Sequin Art pictures can be preserved, presented or displayed for years to come.ContentsPicture templates: 4; Sequins: 6 colours; Adhesive: 1; Spatula: 1; Instruction manual","","3","0","2014-10-13 04:36:21","Sand & Sequin","Below MRP - 200",
"151","SEQUIN CRAFT","","","","39422","10","","185","Pictured In Sequins–Flora uses coloured sequins and gum for creating four pictures of flora and fauna.The sequin pictures, done on stiff card paper, have been especially selected with children in mind.Six different coloured sequins are provided and adhesive glue serves to bind the sequins on the picture.Sequins are applied in the inset area with the spatula provided in the kit which serves the dual purpose of application and also keeps the sequins firmly in place.The Sequin pictures can be preserved, presented or displayed for years to come.ContentsFloral picture templates – 4; Sequins – 6 colours; Adhesive – 1; Spatula – 1; Instruction manual","","3","0","2014-10-13 04:18:10","Sand & Sequin","Below MRP - 200",
"152","SAND & SEQUIN CRAFT - BUTTERFLIES","","","","39445","10","","199","Coloured sand and sequins in assorted hues are used to create four picture templates of beautiful butterflies. Once ready, the child can proudly display them.","","3","0","2014-10-13 04:42:15","Sand & Sequin","Below MRP - 200",
"153","SAND ART","","","","39423","10","","185","This amazing art uses coloured sand of a uniform mesh and glue for creating 4 pictures of aquatic panorama.The sand pictures are done on stiff card paper and the pictures have been especially selected with children in mind.Six different coloured sand are provided and adhesive glue serves to bind the sand on the picture. The Sand art pictures can be preserved, presented or displayed for years to come.ContentsAquatic picture templates: 4; Sand: 7 colours; Adhesive: 1; Funnel: 1; Spatula: 1; Instruction manual","","3","0","2014-10-13 04:15:03","Sand & Sequin","Below MRP - 200",
"154","SPARKLING HOBBY VISTAS","","","","39508","10","","499","Six miniature terracotta pots can be turned into sparkling decorative showpieces using coloured sand, coloured sequins, glitter and adhesive.
This pioneering artwork transforms the simple pots into dazzling displays or even for saplings or cactus.
Besides the pots, three templates depicting birds such as the colourful parrot and peacock, and a flower vase are provided. These can be transformed into spectacular pictures using the same decorative material.
Using the models and images shown on the packaging as leads and proudly display this unique artwork!


Contents
Terracotta pots:   6; Adhesive: 2; Glitter: 2 (gold & silver); Picture templates: 4; Sand: 8 colours;  
Sequins: 6 colours; Spatula: 1; Funnel: 1; Instruction manual","","","","2014-09-11 10:57:55","Sand & Sequin","",
"155","SAND & SEQUIN CRAFT - FAIRY FANTASIES","","","","39433","10","","199","Take a magical journey to discover the enchanted world of fairies with the four fairy pictures provided in the kit.Use sand and sequins to transform them into mind-blowing pictures of fairy fantasies.The doors of fairyland are open while you enjoy hours of fun and play when pursuing this hobby.ContentsFairy picture templates: 4; Sand: 6 colours; Sequins: 6 colours; Adhesive: 1; Spatula: 1; Funnel: 1; Instruction Manual","","3","0","2014-10-13 04:43:16","Sand & Sequin","Below MRP - 200",
"156","LUMINARY ART - LENGENDARY PICTURES","","","","39459","10","","299","Sand, Sequin and Shimmer as art material are innovatively combined to create breathtaking pictures of the legendary creatures.
These beautiful mythical creatures come alive in the picture templates provided in this kit.
Take a creative trip into ancient times by combining the three art media using the designs on the cover as leads.
Animate: The legendary Unicorn, The Phoenix, The Dragon, The Pegasus 


Contents: 
Picture templates: 4; Sand: 7 colours; Sequins: 7 colours; Glitter glue tubes: 4 colours; Adhesive: 2;  
Spatula: 1; Funnel: 1; Instruction manual","","","","2014-09-11 10:57:55","Sand & Sequin","",
"157","SHELL BOUND-1","","","","39443","13","","399","Shells are lovely natural objects unmatched in diversity and beauty.
This kit provides (a collection of 6 different) an assortment of shells.
The shells can be bonded to board cut-outs (also provided in this set).
One can use the designs on the box as leads to make a photo frame for three pictures, an ornamental mirror and a collage of three mosaic designs using shells.
An incredible variety of decorative utility items from this single 'Shell-bound' kit itself! Your displayed craft will 'Shell-Shock' many an admirer.



Contents
Board Cut-outs: 7; Mirror (Child-safe): 1; Adhesive: 2; Display stands: 2; Shells: Assorted;
Instruction Manual","","","","2014-09-11 10:57:55","Shells","",
"158","SHELLBINDING CRAFT","","","","39509","13","","699","This ultimate kit provides an Omnibox of creativity with shells.
One can make some great presentation gift boxes, very attractive utility items like stationery/toiletries/kitchenware holders, photo frames, and a rich brew of fridge magnets.
The shells combined with clay can also be stuck to one another to make some fantastic 3- Dimensional objects.
Taking a cue from traditional shell craftsmen, this kit provides an assortment of large shells as well so that the children can emulate and also create their own shell sculptures.
Now you can shell-shock many an admirer with these fabulous creations!



Contents
Shells: assortment; Photo frame: 1; Boxes: 2; Magnets: 8; Terracotta pots: 2; Adhesive: 2; Clay: 1 packet;
Spatula: 1; Instruction Manual","","","","2014-09-11 10:57:55","Shells","",
"159","SHELLBOUND 3","","","","39462","13","","475","Shells are not just pretty baubles on the beach but lovely natural objects unmatched in beauty.
Shellbound-3 is another fabulous kit and the third in the series using sea-shells.
This kit combines shells with three terracotta pots to craft out some sensational pottery. The discovery of a firm fix of the shells using an appropriate adhesive on terracotta surface has resulted in these unique creations of crockery.
The finished products can be used in the washroom areas of your home to house toiletries.
Both the media in this finished form combine to give a poetic synergy of incredible fastness and unique texture.



Contents
Terracotta pots: 3; Adhesive: 1; Shells: Assorted; Spatula; Instruction manual","","","","2014-09-11 10:57:55","Shells","",
"160","SHELL PHOTOFRAMES","","","","39541","13","","185","Three miniature frames in assorted shapes can be decorated on the borders with various simple shell frame mosaic patterns.The small shells from the kit are arranged on each frame in an attractive pattern.Once satisfied, shells are stuck and the frames are stuck to the boards on three sides so that you can insert photographs in the middle.Attach magnet strips on the back and put up your shell décor pictures on the fridge.ContentsShells: 6 different assortments of shells; Photo frame cut outs: 3; Photo frame boards: 3; Adhesive gum: 1; Magnet sheet: 1; Instruction Manual","","3","0","2014-10-13 04:37:59","Shells","Below MRP - 200",
"161","SHELL FRIDGE MAGNETS","","","","39544","13","","185","The size and shapes of the shells lend themselves well to making designs on flat surfaces to create shell mosaic designs.The other components - coloured sand, shell-shaped board cut-outs, magnet sheet and adhesive glue provided in the kit allow you to make as many six fridge magnets.Put up the mosaic showpieces to get great fridge displays.ContentsShells: 6 different assortments; Shaped board cut-outs: 6; Adhesive gum: 1; Magnet sheet: 1;Coloured sand in assorted colours: 3; Instruction Manual","","3","0","2014-10-13 04:36:58","Shells","Below MRP - 200",
"162","SHELL BOUND-2","","","","39458","13","","299","Shellbound-2 is an amazing kit using sea-shells. It offers a ready-made platform for many an avid hobbyist to make sensational gift-boxes out of shells.
This shape is uncommon and once completed these boxes really make a unique gift statement.
The shells are stuck on the box surfaces – top and sides using adhesive provided in the kit.
All of us like to keep our little collections and treasures in boxes. Besides these, one is always looking for personalized and attractive gift boxes which are appreciated by many a lucky recipient. 
With Shellbound-2 you can shell-shock many an admirer with these creations and become a 'Conchologist' in the making!



Contents
Hexagonal shaped boxes: 3 Adhesive: 1; Shells (assorted); Instruction manual","","","","2014-09-11 10:57:55","Shells","",
"163","SUDOKU JUNIOR","","","","39750","22","","299","Sudoku Junior is meant for children of age group 6 – 12 years and helps them to solve basic logic problems based on Sudoku on a six by six matrix.
In this compilation, instead of numbers the capital letters A B C D E and F are taken in different colours and different shapes. Just as in the classical Sudoku, this puzzle game book features junior puzzles in which certain spaces in the 36 cells all already filled in as initial leads.
There are 36 puzzle examples in this book along with the final solutions. The initial puzzles are simpler and subsequent ones elevate gradually in complexity.
While progressing through each Sudoku puzzle example the child discovers new logic concepts opening up its mental abilities to new highs.


Contents
Sudoku Puzzle Book with 36 examples; 36 plastic tokens; Puzzle Board","","","","2014-09-11 10:57:55","Teaching Aids","",
"164","SUDOKU - MINI","","","","39706","22","","299","Sudoku puzzles appear in almost every newspaper all over the world and simpler versions of the classical 9 x 9 matrix can be strong learning aids for children. Sudoku Mini uses a 16 grid matrix (4 x 4) instead of the classical 81 grid and familiar coloured pictures instead of only numbers. An apple, ball, car and a duck are featured as basic pictures for the 16 grid matrix. By using these pictures the child learns about basic concepts of logic and reasoning. 

Just as in classical Sudoku, the board game book provided in this set features Mini Sudoku puzzles in which certain spaces in the 16 grid matrix are already filled with these pictures. Using the same picture tokens the child has to fill the spaces of the respective grids on the Sudoku 16 grid play mat provided in this set. The child is now ready to solve Sudoku Mini using elementary logic.
The aim of Sudoku Mini is to fill the remaining grids with the balance tokens so that each picture appears only once in each box (there are four boxes in all) and only once in each row and column.. The initial puzzles are simpler and elevate gradually in complexity. 
Sudoku Mini is a must-have for every child (age 3-7 years) and is an important early learning tool for this age group.
Contents:
Sudoku board game book with 28 examples and answers
16 picture tokens (4 Apple tokens, 4 Ball tokens, 4 Car tokens, 4 Duck tokens) 
One 16 grid Sudoku play mat","","","","2014-09-11 10:57:55","Teaching Aids","",
"165","VISUALOGIC - 1","","","","39700","22","","299","Visualogic 1 is the first of the series of logic-based educational aids utilizing bright colours and shapes for visual discrimination.
The Aim of the Game is to place the different token (of various shapes and colours) in the required positions in the framework (grids in the matrix) following the schematic leads provided for each example. All the leads give only one unique solution set for each example
It enhances intellectual thought process in children and helps them to concentrate, find solutions, use trial & error, develop critical analysis & verify solutions.


Contents
16 Tokens - 4 circles, 4 triangles, 4 diamonds and 4 squares coloured red and yellow;
Square Play-mat (16 grid matrix) on which tokens has to be placed;
Board – Game Book having 18 selected problem matrices with the schematic leads;","","","","2014-09-11 10:57:55","Teaching Aids","",
"166","TURNEY JOURNEY","","","","39121","22","","299","“Turney Journey” is a combination of 2 games – ‘Around the City’ and ‘Space Adventure’.
Both the games help the child to use logic and reasoning in working out pathways to reach destinations using an appropriate set of tiles.
The game will also aid the child in the sense of direction.
These games can be played individually as a puzzle or amongst a group as a game.


Contents
24 path tiles; 2 spinners; 30 tokens; 6 counters; 1 dice; 2-sided game board; Instruction guide inside for game play","","","","2014-09-11 10:57:55","Teaching Aids","",
"167","OLD MC DONALDS'S FARM","","","","39122","22","","225","Pen the animals in the least number of moves by following Old McDonald’s rules. This is a challenging game puzzle which helps the child to identify similar objects and group them together in various formations.
Spatial arrangement skills and simple elements of geometry are learnt by the child. 
The puzzle also helps one to approach a particular problem in the best efficient manner. 
There is ample scope in raising the thought process, thereby elevating one’s intellect and understanding. 
This game can be played individually as a puzzle or amongst a group as a game.


Contents
4 x 4 pieces; 1 game board; Animal challenges; Book inside","","","","2014-09-11 10:57:55","Teaching Aids","",
"168","POTS N PAINTS","","","","39410","9","","299","The 2 terra-cotta pots can be transformed into beautiful works of art using the tempera paints and metallic paint provided in the pack.
The pretty painted pots can then be used as flowering pots, as a great gift idea with floral display or for housing bonsai plants.


Contents
Terra-cotta pots: 2; Tempera paints: 6 colourr; Acrylic colour base: 1; Metallic acrylic colour: 1;
Paint brush: 1; Instruction manual","","","","2014-09-11 10:57:55","Terracotta","",
"169","BLOOMS 'N' VASES","","","","39535","9","","599","This fantastic kit will provide an opportunity to unfold three flower vase bouquets./li>
All the components needed to embellish 3 stunning terracotta pots and components for making a dozen blossoms complete with stems, buds and leaves are provided.
The flowers look so real, that leave aside people, they may even mislead a hovering bee or a butterfly!
The pots can be painted with acrylic paints to give some very outstanding vases.
These fantastic flower vase bouquets are very presentable and can be gifted to near and dear on a special occasion. They are sure to bring back 'Thank You' calls from the recipients.


Contents
Terracotta pots: 3; Metallic paints: 3 colours; Paint brush: 1; Stiffened paper stems: 12;
Plastic buds: 12; Tissue paper: 80 in 10 assorted colours; Adhesive: 1; Thread; Stencils;
Instruction book","","","","2014-09-11 10:57:55","Terracotta","",
"170","CASH COW","","","","39568","9","","375","Wow – This kit provides you with an art expression to make you rich! The simplest way is through this artistic Cash Cow (pun intended).
This is specially a hit item with us Indians where the cow is revered and worshipped. So you have both - material gains within a spiritual capsule!
The terracotta pot looks like a cow as it has small horns and ears and a flat mouth typical of a cow.
When you to paint it with the right colour combinations and textures it will be transformed into a very cute Cow.
Collect pots of money from your near and dear in your very own cow bank.


Contents
Terra-cotta pot in the shape of a cow: 1; Acrylic paint (skin tint): 1; Tempera paints: 6 colours;
Paint brush: 1; Plastic stopper: 1; Instruction manual","","","","2014-09-11 10:57:55","Terracotta","",
"171","FOLK FUSIONS","","","","39486","9","","349","The four Indian faces can be transformed into spectacular pairs of traditional Indian couples using the water-based and acrylic paint provided in the kit.
The painted pairs can be then mounted on the veneered panels provided in the kit to serve as decorative wall displays.
You can gift this work of art to your near and dear ones.


Contents
Terra-cotta faces : 4; Tempera paints : 6 colours; Acrylic base paint : 1; Paint brush: 1; Adhesive: 1;
Veneered panels: 2; Instruction manual","","","","2014-09-11 10:57:55","Terracotta","",
"172","HOBBY FAMILY","","","","39498","9","","275","This unique DIY hobby idea enables you to make a fun family portrait with four terracotta faces constituting the family – father, mother, sister and brother.
When painted with the pigments provided in the kit the family comes alive just waiting to be put up.
A wooden panel - also provided serves as this platform.
Once painted, the family terracotta faces can be affixed on it to achieve a final and forever bonding.
This is a great hobby idea in making a happy family!


Contents
Terracotta family faces: 4; Paint canister of 6 non-toxic colours (5ml each) – 1;
Bottle of acrylic colour base – flesh tint (15 ml) – 1; Paint brush – 1; Bottle of adhesive glue – 1;
Wooden Panel – 1; Instruction Manual","","","","2014-09-11 10:57:55","Terracotta","",
"173","ORIENTAL FLOWER VASES","","","","39419","9","","399","Paint the 3 terra-cotta pots with oriental designs and motives to match their eastern origins.
Embellish the pots with flowers using coloured tissue paper and paper stems provided in the kit.
Your creations look pretty and carry a very authentic oriental flavour



Contents
Terra-cotta pots: 3; Acrylic paint - flesh tint: 1; Tempera paints: 6 colours; Paint brush: 1;
Tissue papers in assorted colours; Paper stems: 6; Instruction manual","","","","2014-09-11 10:57:55","Terracotta","",
"174","PAINT A PIGGY BANK","","","","39413","9","","375","The terracotta pot in the shape of a cute piggy can be transformed into a piggy bank using the paints provided in this pack.
Paint it with your personal touch and collect pots of money from your near and dear in your very own piggy bank.


Contents
Terracotta pot in the shape of a piggy: 1; Acrylic base paint: 1; Tempera paints: 6 colours; Paint brush:1; Plastic stopper: 1; Instruction manual","","","","2014-09-11 10:57:55","Terracotta","",
"175","PRETTY POTS","","","","39411","9","","399","The three miniature terracotta pots can be transformed into beautiful works of art using the metallic lustre paints provided in this pack.
Use your creativity to the hilt.
The designs can be funky, floral, geometric or just abstract.
These pretty pots can serve as decorative pieces or as great gift ideas with or without floral display.


Contents
Terracotta pots: 3; Metallic acrylic paints: 3; Paint brush: 1; Instruction manual","","","","2014-09-11 10:57:55","Terracotta","",
"176","SPARKLING POT POURRI","","","","39412","9","","399","The three miniature terracotta pots can be turned into sparkling decorative showpieces using coloured sand, glitter and adhesive. 
This pioneering craftwork transforms the simple pots into dazzling displays.
The models shown on the packaging as leads, can be proudly displayed as a unique craftwork!


Contents
Terracotta pots: 3; Sand: 6 colours; Gold and Silver glitter: 2; Paint brush: 1; Adhesive: 1;
Sparkling glue tube: 1; Instruction manual","","","","2014-09-11 10:57:55","Terracotta","",
"177","TERRA ART - TRIBAL FACES","","","","39418","9","","350","The four terracotta faces can be transformed into spectacular and deadly tribal faces using the water-based, acrylic and metallic paint provided in the kit.
The painted tribal faces can be then mounted on the veneered panels provided in the kit to serve as a decorative wall display or also a happening name plate.
Near and dear ones loves this art as a wonderful gift


Contents
Terra-cotta faces: 4; Tempera colours: 6; Acrylic colour base: 1; Metallic acrylic golden colour: 1;
Brush: 1; Adhesive: 1; Veneered panels: 2; Instruction manual","","","","2014-09-11 10:57:55","Terracotta","",
"178","TERRACOTTA BONANZA","","","","39507","9","","699","The 8 terracotta faces provided portray different faces of Indian folk - what with their myriad turbans and moustaches and beards. They can be painted appropriately and put up as Fridge Magnets.
There are 4 terracotta faces constituting the family – father, mother, son and daughter. When painted the family comes alive just waiting to be put up. They can be affixed on the wooden panel (provided in the kit) to achieve a final and forever bonding. 
The 2 terracotta pots can be painted with the mix of acrylic and metallic paints to give some very outstanding vases. These fabulous pots can be used as flower vases, stationery holders or on the kitchen counter to house knives, or gas lighter etc.


Contents
Terracotta faces for fridge magnets: 8; Terracotta family faces: 4; Terracotta pots: 2; Magnets: 8; Adhesive: 1; Wooden panel: 1; Acrylic paint (skin tint): 1; Acrylic paint (golden): 1;  
Tempera paints: 6 colours; Paint brush: 1; Instruction manual","","","","2014-09-11 10:57:55","Terracotta","",
"179","TERRA TINKLES","","","","39435","9","","299","Wind chimes are assemblies of musical elements which catch the wind to create pleasing tinkling sounds.
Terracotta Tinkles kit enables you to make a wind chime using combinations of terracotta bells and beads along with chimes.
Create your own personalized wind chime by painting designs based on geometric, floral, celestial, Feng Shui or any other popular theme on the terracotta components.


Contents
Terracotta bell (big): 1; Terracotta bells (small): 2; Terracotta beads: 2; Crystal beads: 2;
Tempera paints: 6 colours; Acrylic paint (flesh tint): 1; Clappers: 4; Cord: 1; Nylon thread: 1; 
Paint brush: 1; Instruction manual","","","","2014-09-11 10:57:55","Terracotta","",
"180","UNITY IN DIVERSITY","","","","39506","9","","349","The eight Indian faces can be transformed into a spectacular display reflecting diversity of the Indian people using water-based, acrylic paint provided in the kit.
The painted faces can be then mounted on the display panels using board and corrugated paper.
The completed panel can serve as a stunning wall display.


Contents
Terracotta faces:  8; Tempera Paints: 6 colours; Acrylic colour base: 1; Paint brush: 1; Adhesive: 1;
Board panel: 1; Corrugated paper: 1 Sheet; Masking tape: 1; Instruction Manual","","","","2014-09-11 10:57:55","Terracotta","",
"181","M'TEK - COMBAT","","","","39377","24","","275","This kit contains 148 parts including spanner and screwdriver and instructions to assemble TWO Combat aircraft.
Unlike other kits this set enables construction of the 2 MODELS AT THE SAME TIME without having to dismantle any one model.


Contents
2 Models; 148 parts; Step by step instruction manual.","","","","2014-09-11 10:57:55","Total Parts below 100","",
"182","Racer","","","","39378","24","","275","This kit contains 135 parts to make two Formula racers.
This set enables construction of the 2 MODELS at the same time without having to dismantle any one model. Also included is a step by step instruction manual.


Contents
2 Models; 135 parts; Step by step instruction manual.","","","","2014-09-11 10:57:55","Total Parts below 100","",
"183","M'TEK - TURBOZ","","","","39376","24","","499","This kit contains 130 parts to make Turbo models of vehicles.
Pull-back mechanism provides the turbo action to drive forward a wide range of vehicles
These include Engineering and Emergency Vehicles such as Cranes, Tow-trucks & Pickups, Trucks & Trailers, Fire-Trucks and Dumpers.


Contents
20 Models; 130 PARTS","","","","2014-09-11 10:57:55","Total Parts below 100","",
"184","STARTER SET - 1","","","","39373","24","","449","This is an entry level kit for making multiple models
It brings multiplicity in this hobby series with a bang – 20 models from 1 set! 
A user friendly instruction book guides the hobbyist through each model. 
From the simple seesaw … to a working windmill, contemporary exciting models of cars, bikes, aircraft and ships can be also made from this kit.


Contents
20 Models; 124 PARTS","","","","2014-09-11 10:57:55","Total Parts below 100","",
"185","M'TEK - ADVANCED SET","","","","39379","24","","699","This is a top-of-the-line kit wherein 33 models can be constructed using the manual provided.
The set comes complete with varied construction components.
It provides an opportunity to construct models as simple as a hand cart & tri-cycle to more complex models like a wind mill, cars or even a vertical steam engine.
This kit is a must-have for budding engineers.


Contents
32 Models; 230 PARTS","","","","2014-09-11 10:57:55","Total Parts below 100","",
"186","SANDSATIONAL MADHUBANI","","","","39446","20","","399","This kit carries the Madhubani art form and has been specially created to stimulate the interests of the child in the rich art culture of India.
All the pictures carry decorative double-line borders and semi-detailed interiors offering ample scope to express artistic talent.
Hobbyists have a choice of both - line-work or filling sand in the empty spaces.
Once the child has completed these sand art pictures, it would be a great idea to picture-frame some of them.




Contents
Printed templates: 5; Sand: 8 colours; Adhesive: 1; Funnel: 1; Spatula: 1; Marker Pen: 1;
Illustrated book and manual","","","","2014-09-11 10:57:55","Traditional Art","",
"187","GLASS PAINTING MADHUBANI","","","","39511","20","","499","This kit based on the Madhubani art, stimulates the interest of the child in the rich art culture of India.
Glass painting is an art form, painted cleverly on the under inside surface and executed with transparent glass colours.
When a child makes these coasters from start to finish as a handcrafted item, the utility value of the coasters is enhanced.
The language of the artistic glass painting in India is expressive and lively as seen in the book provided inside the kit.
The completed Madhubani designs are then pasted on the wooden boards - also provided in the kit. You now have a fantastic super set of six crafted coasters!



Contents
Transparent bases: 6; Wooden square boards: 6; Glass paints: 3 colours; Paint brush: 1;  
Glass 3D-Outliner tube: 1; Adhesive: 1; Book on Madhubani and Glass painting","","","","2014-09-11 10:57:55","Traditional Art","",
"188","PADDY STRAW ART","","","","39497","20","","299","Paddy Straw art is an ancient art form that began before people had any knowledge of colour application. This beautiful art originated from Kerala in India.
Instead of cotton fabric or silk hand-woven cloth, black card paper is used which is mounted on board by the child so the art is rendered more facile.
The child has to mix and match 3 shades provided with the kit to give colour to the picture.
Beautiful panoramic scenic pictures can be crafted which can then be framed and displayed as a work of art!




Contents
Paddy Straw: 3 different shades; Cardboard cut-outs: 3; Black card paper: 3; Adhesive: 1; Toothpicks: 4;
Spatula: 1; Illustrated Book","","","","2014-09-11 10:57:55","Traditional Art","",
"189","PAPIER MACHE - MADHUBANI","","","","39525","20","","399","Papier - Mache is a composite material consisting of paper pieces or pulp bound with an adhesive, such as PVA onto a mould.
The articles can then be built up layer by layer and decorated with Madhubani motifs using black marker and paints provided in this kit.
One can make use of both craftsmanship and artistic skills to make a vase, tray and bowls.
The books on Papier Mache and on Madhubani will provide the necessary stimulus and designs for aiding in your imagination and creativity.




Contents
Newspaper; Binding board cut-outs: 5; Black marker pen: 1; PVA glue: 2; Yellow acrylic paint: 1;  
Tempera paints: 6 colours; Brush: 1; Moulds: 3; Petroleum jelly; Tissue paper; Masking tape;
Sandpaper strip; Papier Mache book; Madhubani book; Instruction manual","","","","2014-09-11 10:57:55","Traditional Art","",
"190","PAPIER MACHE - WARLI","","","","39526","20","","399","A Papier Mache object is made by building up layers of glued paper on a mould.
When the layers are dry, the form is eased from the mould and decorated.
After preparing the mould surface with paint primer, it can be painted in different hues and textures as per one's choices.
The contents and instructions provided in this kit will enable the hobbyist to make Papier Mache products with fantastic Warli art designs.
One can make use of both craftsmanship and artistic skills to make a pouch/sachet, tabletop showpiece, open box and tray.



Contents
Newspaper; PVA glue: 2 tubs; Terracotta pot: 1; Brush: 1; Moulds: 1; Petroleum Jelly: 1 container;
Tissue paper; Masking tape: 1; Sandpaper: 1; Rope: 1 piece; Pencil (white): 1; Brown acrylic paint: 1;  
White acrylic paint: 1; Papier Mache book: 1; Warli book: 1; Instruction manual","","","","2014-09-11 10:57:55","Traditional Art","",
"191","SIMPLE & SYMBOLIC SAND ART MADHUBANI","","","","39467","20","","185","Simple templates symbolizing Madhubani art form have been specially created for children to stimulate interest in the rich art culture of India.The pictures carry decorative double-line borders and semi-detailed interior offering ample scope to express artistic talent.Line-work is done with marker pen and sand is applied in the inset spaces.A mini funnel and spatula aid in application over small areas and in firmer fixation.The completed sand art pictures can be framed and showcased as a constant reminder of the child's creative ability.ContentsMadhubani Art Templates: 4; Sand: 8 colours; Adhesive: 1; Mini funnel: 1; Marker pen: 1; Spatula: 1;Illustrated book on Madhubani","","3","0","2014-10-13 04:38:40","Traditional Art","Below MRP - 200",
"192","VENATION MASQRADE","","","","39441","20","","299","Venetian masks have leapt in popularity and are now a popular theme for many a party. 
The carnival has revitalized the art and craft of making masks. Now, all year round they dazzle tourists, dancers and are a mark of pageantry. 
The fun part of these masks is that it allows the artist to paint in vivid designs in shiny bright colours.
The 3 masks can be transformed into amazing creations using the metallic paints and glitter provided in the kit.




Contents
Masks: 3, Pearl colours: 3, Glitter glue: 1, Paint brush: 1; Ribbon: 1; Instruction manual","","","","2014-09-11 10:57:55","Traditional Art","",
"193","WAH RE WAH WARLI","","","","39460","20","","499","Youngsters will immediately identify with Warli art painting as it uses simple shapes, triangles, circles and squares connected by line-work, the same basic framework  used for teaching children to draw figures in art.
Maintaining the traditional values of this simple Warli art, a new and appropriate medium-Terracotta is offered.
The kit enables you to make a statement of your creativity to win you accolades like ‘Wah Re Wah’ Warli!




Contents
Terracotta Pots: 3; Paint Brush: 1; Acrylic Paints in Bottles: 3; Comprehensive Book On Warli Art;
Instruction manual","","","","2014-09-11 10:57:55","Traditional Art","",
"194","WARLI ART","","","","39432","20","","299","This exciting and simplistic art is brought to your doorstep in which you can make home-utility products - picture frame, table-mats and coasters.
To lend authenticity to the original art-form the colour of the paper matches the brown colour used by the Warli community and the white paint substitutes for the rice-gum based paint.
Youngsters will immediately identify with Warli considering that it uses the simple shapes - lines, triangles, circles and squares. 
After completing the kit the child can proudly use the creations on the dining table and celebrate with near and dear ones.




Contents
Coloured card paper for table mats: 4; Coloured card paper for coasters: 4; 
Coloured card paper for wall hanging: 1; White paint: 1 bottle; Paint brush: 1; White pencil: 1;
Warli book; Instructions manual","","","","2014-09-11 10:57:55","Traditional Art","",
"195","PAINTED TABLEMATS","","","","39485","17","","399","With just a few colours and a suitable brush, fabric painting opens up endless opportunities for transforming four casement cloth pieces into attractive tablemats. 
This kit allows the hobby artist to use diverse fabric painting techniques such as sponge painting, water shading, stencil painting, vegetable and leaf stamping to give outstanding results. 
All the tools and painting aids are provided in the kit. The designs on the packaging serve as valuable leads.

Contents
Casement cloth pieces: 4; Fabric painting brush: 1; Fabric paint: 4 colours; Sponge: 1; Plastic stencil: 1;
Instruction manual","","","","2014-09-11 10:57:55","Wool & Fabric","",
